W3ALCD,Doing_Business_As,Restaurant_Address,Inspection_Date,Major_Violation_Improper_Holding_Temperature,Minor_Violation_Improper_Holding_Temperature,Major_Violation_Inadequate_Cooking,Minor_Violation_Inadequate_Cooking,Major_Violation_Personal_Hygiene,Minor_Violation_Personal_Hygiene,Major_Violation_Contaminated_Equipment,Minor_Violation_Contaminated_Equipment,Major_Violation_Unsafe_Food_Source,Minor_Violation_Unsafe_Food_Source,InDbDate
FA0000638,MISSOURI LOUNGE & CAFE,"2600 SAN PABLO AVE
BERKELEY, CA
(37.859184, -122.289022)",11/20/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000627,PHILZ COFFEE INC.,"1600 SHATTUCK AVE
BERKELEY, CA
(37.878113, -122.269114)",05/15/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000092,LEDGER'S LIQUOR,"1399 UNIVERSITY AVE
BERKELEY, CA
(37.870121, -122.284626)",08/08/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000527,THAI BASIL CUISINE OF THAILAND,"2519-F DURANT AVE
BERKELEY, CA
(37.867935, -122.258021)",12/17/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001927,AUGIE'S MONTREAL,"875 POTTER ST
BERKELEY, CA
(37.851378, -122.291933)",01/10/2019,0,1,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001057,ALTA BATES MEDICAL CTR FOOD SERV,"2450 ASHBY AVE
BERKELEY, CA
(37.856488, -122.257329)",01/22/2019,0,1,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000624,YALIS OXFORD STREET CAFE,"1920 OXFORD ST
BERKELEY, CA
(37.873522, -122.266293)",10/26/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000282,FOOD TOWN MARKET,"3049 SACRAMENTO ST
BERKELEY, CA
(37.852079, -122.278653)",10/15/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000043,"LOX, STOCK AND BAGEL","2043 ALLSTON WY
BERKELEY, CA
(37.869185, -122.269429)",10/01/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000048,LITTLE PLEARN THAI KITCHEN,"2283 SHATTUCK AVE
BERKELEY, CA
(37.867946, -122.267753)",10/10/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001308,BARON BAKING LLC,"2701 8TH ST
BERKELEY, CA
(37.856919, -122.291833)",08/16/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000871,HUGH GROMAN CATERING,"2316 HASTE ST
BERKELEY, CA
(37.865493, -122.262816)",01/31/2019,0,0,0,0,0,0,0,1,0,0,02/25/2019 05:00:02 AM
FA0000525,CAFE DURANT,"2517-C DURANT AVE
BERKELEY, CA
(37.8679, -122.258302)",10/12/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001769,MOMO ISLAND,"2107 ADDISON ST
BERKELEY, CA
(37.871293, -122.267392)",01/08/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001971,CORO COFFEE ROOM,"2324 5TH ST
BERKELEY, CA
(37.862847, -122.297243)",08/24/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0002043,SWEET HEART CAFE & TEA,"2523 DURANT AVE
BERKELEY, CA
(37.867878, -122.258483)",02/15/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000932,iSCREAM,"1819 SOLANO AVE
BERKELEY, CA
(37.89136, -122.279398)",12/17/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000052,STARBUCKS COFFEE #9217,"2128 OXFORD ST
BERKELEY, CA
(37.870442, -122.26594)",11/08/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001255,MENCHIE'S,"1862 EUCLID AVE
BERKELEY, CA
(37.875424, -122.260209)",01/28/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0002016,GORDITO AMIGOS TAQUERIA,"2404 TELEGRAPH AVE
BERKELEY, CA
(37.866781, -122.258783)",11/21/2018,0,1,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000682,TIGER LILY,"1513 SHATTUCK AVE
BERKELEY, CA
(37.879741, -122.269177)",08/15/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000208,XTRA OIL CO/CHEVRON/THE ALAM,"1201 THE
BERKELEY, CA",11/21/2018,0,0,0,0,0,0,0,1,0,0,02/25/2019 05:00:02 AM
FA0001526,FIELDWORK BREWERY,"1160 6TH ST
BERKELEY, CA
(37.881559, -122.302033)",09/24/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000352,SUBWAY SANDWICHES,"92 SHATTUCK SQ
BERKELEY, CA
(37.871336, -122.267734)",01/18/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001065,B-DAMA,"920 HEINZ AVE
BERKELEY, CA
(37.853814, -122.290274)",01/15/2019,0,1,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001401,WESTBRAE BIERGARTEN,"1280 GILMAN ST
BERKELEY, CA
(37.8815, -122.290261)",09/12/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000165,TOKYO FISH MARKET,"1220 SAN PABLO AVE
BERKELEY, CA
(37.881476, -122.296199)",10/16/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001821,MEZZO,"2438 TELEGRAPH AVE
BERKELEY, CA
(37.866211, -122.258662)",09/07/2018,0,1,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001434,CINNAHOLIC,"2132 OXFORD ST
BERKELEY, CA
(37.870375, -122.265932)",11/21/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001901,FUNKY ELEPHANT,"1313 9TH ST
BERKELEY, CA
(37.879532, -122.297941)",07/31/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001955,KC'S BBQ LLC,"1235 SAN PABLO AVE
BERKELEY, CA
(37.850884, -122.284341)",10/17/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001424,KING TSIN RESTAURANT,"1699 SOLANO AVE
BERKELEY, CA
(37.891191, -122.282546)",08/01/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001879,GOLD LEAF CAFE,"1947 M L KING JR WAY
BERKELEY, CA",12/07/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001457,THARAPHU BURMESE STREET FOOD,"2037 SHATTUCK AVE
BERKELEY, CA
(37.871319, -122.268315)",02/06/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001343,PARIS BAGUETTE AMERICA INC.,"2150 SHATTUCK AVE
BERKELEY, CA
(37.870308, -122.26805)",10/15/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001898,SLIVER PIZZERIA,"2468 TELEGRAPH AVE
BERKELEY, CA
(37.865706, -122.258559)",10/26/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0002000,ENEDINA TAQUERIA,"3001 E TELEGRAPH AVE
BERKELEY, CA
(37.855953, -122.259659)",01/24/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001701,CHANG LUONG RESTAURANT,"2517 DURANT AVE
BERKELEY, CA
(37.8679, -122.258302)",10/17/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001147,STARBUCKS @ SAFEWAY #691,"1444 SHATTUCK AVE
BERKELEY, CA
(37.880983, -122.269489)",10/19/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001455,DUMPLING EXPRESS,"2328 BOWDITCH ST
BERKELEY, CA
(37.867974, -122.256696)",02/20/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001840,PASTA BENE,"2565 TELEGRAPH AVE
BERKELEY, CA
(37.864077, -122.258542)",01/09/2019,0,1,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001850,LHASA KARNAK HERB COMPANY,"2506 SAN PABLO AVE
BERKELEY, CA
(37.860897, -122.289574)",10/25/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001644,NEIGHBORS MARKET,"1343 M L KING JR WAY
BERKELEY, CA",12/17/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000059,ARINEL PIZZA,"2109 SHATTUCK AVE
BERKELEY, CA
(37.871043, -122.268274)",11/19/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000428,CORSO,"1786 88 SHATTUCK AVE
BERKELEY, CA
(37.875063, -122.268791)",08/20/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000614,SWEET ADELINE BAKERY,"3350 ADELINE ST
BERKELEY, CA
(37.84732, -122.272125)",11/14/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000405,KYOTO,"1599 SOLANO AVE
BERKELEY, CA
(37.891082, -122.284579)",01/07/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000372,SCONEHENGE BAKERY CAFE,"2787 SHATTUCK AVE
BERKELEY, CA
(37.858661, -122.266921)",11/06/2018,0,1,0,0,0,0,0,1,0,0,02/25/2019 05:00:02 AM
FA0000709,7-ELEVEN STORE  1099/1615,"2601 TELEGRAPH AVE
BERKELEY, CA
(37.863091, -122.25868)",02/04/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001782,SAFEWAY COMMUNITY MARKETS #2453,"1550 SHATTUCK AVE
BERKELEY, CA
(37.878899, -122.269196)",09/28/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001024,SMOKE BERKELEY,"2434 SAN PABLO AVE
BERKELEY, CA
(37.862197, -122.289992)",11/15/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000531,CHEESE 'N STUFF,"2442 DURANT AVE
BERKELEY, CA
(37.867643, -122.260295)",02/04/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000389,PEET'S COFFEE & TEA/DOM,"2916 DOMINGO AVE
BERKELEY, CA
(37.858739, -122.243947)",08/15/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001693,GENJI,"1025 GILMAN ST
BERKELEY, CA
(37.880245, -122.296973)",10/23/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001935,OLD DAMASCUS FARE,"2407 DANA ST
BERKELEY, CA
(37.866022, -122.260961)",11/30/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000312,LA BURRITA,"2530 DURANT AVE
BERKELEY, CA
(37.868004, -122.257487)",01/14/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000266,99C ONLY STORES,"1941 SAN PABLO AVE
BERKELEY, CA
(37.870123, -122.292391)",11/27/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001932,CHATTE TEA & DESSERTS,"2575 TELEGRAPH AVE
BERKELEY, CA
(37.863866, -122.258572)",11/01/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000701,FELLINI COFFEE BAR,"1401 UNIVERSITY AVE
BERKELEY, CA
(37.87021, -122.283926)",07/17/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000187,COUNTRY CHEESE COFFEE MARKET,"1578 HOPKINS ST
BERKELEY, CA
(37.881846, -122.281611)",01/24/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000050,CANCUN TAQUERIA,"2134 ALLSTON WY
BERKELEY, CA
(37.869548, -122.266828)",12/05/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000347,BURGER MEISTER,"2237 SHATTUCK AVE
BERKELEY, CA
(37.868733, -122.267845)",08/15/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001656,J-TOWN EXPRESS,"2332 TELEGRAPH AVE
BERKELEY, CA
(37.868115, -122.259059)",02/04/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001032,INDUS VILLAGE,"1920 SAN PABLO AVE
BERKELEY, CA
(37.870063, -122.292535)",01/16/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001858,TIMELESS COFFEE,"2935 COLLEGE AVE
BERKELEY, CA
(37.857711, -122.253117)",12/14/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000300,ESPRESSO ROMA/C'EST CAF?,"2490 BANCROFT WY
BERKELEY, CA
(37.868697, -122.259324)",09/17/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001629,SODOI COFFEE TASTING HOUSE,"2438 DURANT AVE
BERKELEY, CA
(37.86763, -122.260387)",02/05/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001607,LA MARCHA,"2026 SAN PABLO AVE
BERKELEY, CA
(37.868684, -122.292088)",09/13/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000212,KIRIN RESTAURANT,"1767 SOLANO AVE
BERKELEY, CA
(37.89129, -122.280801)",01/09/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000411,PEET'S COFFEE & TEA/SOL,"1825 SOLANO AVE
BERKELEY, CA
(37.891368, -122.279257)",12/19/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000145,CESAR,"1515 SHATTUCK AVE
BERKELEY, CA
(37.879643, -122.269165)",02/15/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001685,LA NOISETTE SWEETS,"2701 8TH ST
BERKELEY, CA
(37.856919, -122.291833)",02/06/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000259,UNIVERSITY SHELL,"1250 UNIVERSITY AVE
BERKELEY, CA
(37.869701, -122.287039)",02/05/2019,1,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000183,ESPRESSO ROMA,"1549 HOPKINS ST
BERKELEY, CA
(37.881556, -122.282179)",01/25/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001494,WHOLE FOODS MARKET #10530,"1025 GILMAN ST
BERKELEY, CA
(37.880245, -122.296973)",10/23/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000335,BONGO BURGER,"2154 CENTER ST
BERKELEY, CA
(37.870519, -122.266501)",01/07/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000547,LE BATEAU IVRE/DRUNKEN BOAT,"2629 TELEGRAPH AVE
BERKELEY, CA
(37.86234, -122.258784)",01/10/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0002034,CHINESE EXPRESS,"2488 CHANNING WAY
BERKELEY, CA
(37.8669, -122.258955)",01/24/2019,0,1,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001677,BOBBY G'S PIZZERIA,"2074 UNIVERSITY AVE
BERKELEY, CA
(37.872017, -122.269066)",01/28/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000648,THE VAULT CAF?,"3250 ADELINE ST
BERKELEY, CA
(37.849454, -122.271237)",10/31/2018,0,1,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000141,DARA THAI/LAO CUISINE,"1549 SHATTUCK AVE
BERKELEY, CA
(37.878575, -122.269041)",06/08/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001068,CASA DE CHOCOLATES,"2629 ASHBY AVE
BERKELEY, CA
(37.856976, -122.253546)",12/13/2018,0,0,0,0,0,0,0,1,0,0,02/25/2019 05:00:02 AM
FA0000778,BERKELEY CITY CLUB,"2315 DURANT AVE
BERKELEY, CA
(37.867392, -122.262214)",09/12/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000281,U.S. LIQUOR 1099/1616,"2997 SACRAMENTO ST
BERKELEY, CA
(37.853326, -122.278951)",05/31/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001042,BERKELEY BOWL MEAT DEPT,"2020 OREGON ST
BERKELEY, CA
(37.857544, -122.267497)",12/07/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000548,PAPA JOHN PIZZA,"2222 SHATTUCK AVE
BERKELEY, CA
(37.868891, -122.267991)",01/28/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001820,C-STORE,"1830 SOLANO AVE
BERKELEY, CA
(37.891387, -122.278921)",01/16/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001548,BOBA NINJA,"2519-B DURANT AVE
BERKELEY, CA
(37.867935, -122.258021)",09/05/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000209,ESPRESSO ROMA,"2960 COLLEGE AVE
BERKELEY, CA
(37.857282, -122.253076)",11/20/2018,0,1,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001794,AKI JAPANESE RESTAURANT,"2505-C HEARST AVE
BERKELEY, CA
(37.875072, -122.260226)",08/07/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0002030,RUSH BOWLS,"1935 ADDISON ST
BERKELEY, CA
(37.8707, -122.27198)",01/03/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001012,ALFONSO'S CAFE,"2309 SAN PABLO AVE
BERKELEY, CA
(37.86428, -122.290504)",10/17/2018,0,0,0,0,0,0,0,1,0,0,02/25/2019 05:00:02 AM
FA0001959,BIG LITTLE BOWL,"2428 SHATTUCK AVE
BERKELEY, CA
(37.865198, -122.267579)",,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001721,SAHA BERKELEY LLC,"2451 SHATTUCK AVE
BERKELEY, CA
(37.864626, -122.267377)",11/14/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000244,FLACOS,"3031 ADELINE ST
BERKELEY, CA
(37.85391, -122.269282)",01/31/2019,0,1,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000301,LADLE & LEAF,"2512 BANCROFT WY
BERKELEY, CA
(37.868774, -122.258713)",12/05/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000376,DREAM FLUFF DONUTS,"2637 ASHBY AVE
BERKELEY, CA
(37.857013, -122.253268)",10/23/2018,0,1,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001541,MELOMELO KAVA BAR,"1701 UNIVERSITY AVE
BERKELEY, CA
(37.871072, -122.277225)",12/10/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001760,THREE STONE HEARTH LLC,"1581 UNIVERSITY AVE
BERKELEY, CA
(37.870631, -122.280653)",07/03/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000174,CHEVRON #306143  1099/1615,"1399 SAN PABLO AVE
BERKELEY, CA
(37.878957, -122.295257)",01/16/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000607,SUBWAY,"1105 UNIVERSITY AVE
BERKELEY, CA
(37.869215, -122.291636)",06/18/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001192,TELEGRAPH MARKET & DELI,"2552 TELEGRAPH AVE
BERKELEY, CA
(37.864061, -122.258631)",01/15/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000983,KIRAKU,"2566 TELEGRAPH AVE
BERKELEY, CA
(37.863658, -122.258686)",01/18/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000704,IPPUKU,"2130 CENTER ST
BERKELEY, CA
(37.870437, -122.267124)",10/18/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001651,T-TOUST,"2433 DURANT AVE
BERKELEY, CA
(37.867712, -122.259777)",10/15/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000543,WALGREENS #2609/SP,"2995 SAN PABLO AVE
BERKELEY, CA
(37.852566, -122.286739)",08/03/2018,0,0,0,0,0,0,0,1,0,0,02/25/2019 05:00:02 AM
FA0002045,GAI BARN THAI,"2985 COLLEGE AVE
BERKELEY, CA
(37.856469, -122.252992)",02/15/2019,0,1,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000261,BOMBAY SPICE HOUSE,"1036 UNIVERSITY AVE
BERKELEY, CA
(37.868762, -122.293564)",12/28/2018,1,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000896,STAR MEATS LLC,"3068 CLAREMONT AVE
BERKELEY, CA
(37.854669, -122.248047)",12/03/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001027,PEET'S COFFEE & TEA/COL,"3200 COLLEGE AVE
BERKELEY, CA
(37.851038, -122.252448)",12/12/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000431,BREWED AWAKENING INC.,"1807 EUCLID AVE
BERKELEY, CA
(37.875991, -122.260325)",01/28/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000637,NORDIC HOUSE,"2709 SAN PABLO AVE
BERKELEY, CA
(37.857181, -122.28824)",10/30/2018,0,1,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001340,ARTIS COFFEE ROASTERS,"1717 4TH ST
BERKELEY, CA
(37.871086, -122.301002)",08/16/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0002004,ICICLES,"1812 UNIVERSITY AVE
BERKELEY, CA
(37.871285, -122.274667)",11/06/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000354,CHOCOLATIER BLUE,"1964 UNIVERSITY AVE
BERKELEY, CA
(37.871701, -122.271521)",01/14/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001247,CVS PHARMACY,"2655 TELEGRAPH AVE
BERKELEY, CA
(37.861975, -122.258841)",10/26/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000228,WHOLE FOODS MARKET,"3000 TELEGRAPH AVE
BERKELEY, CA
(37.855435, -122.259841)",10/16/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000252,SUSHI CALIFORNIA,"2033 M L KING JR WY
BERKELEY, CA",08/06/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000669,LUSH GELATO,"1511-C SHATTUCK AVE
BERKELEY, CA
(37.879781, -122.269181)",02/06/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000013,PRIYA SO. & NO. INDIAN CUISINE,"2072 SAN PABLO AVE
BERKELEY, CA
(37.86817, -122.291922)",12/11/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001506,ELEMENTS PETROLEUM INC.,"833 UNIVERSITY AVE
BERKELEY, CA
(37.868094, -122.297404)",12/31/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000330,OASIS GRILL,"2114 CENTER ST
BERKELEY, CA
(37.870398, -122.267419)",01/02/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001890,CHENGDU STYLE INC.,"2600 BANCROFT WAY
BERKELEY, CA
(37.869031, -122.256611)",11/28/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001761,TACO BELL CANTINA,"2528 DURANT AVE
BERKELEY, CA
(37.867895, -122.258344)",01/24/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000099,THE SPANISH TABLE,"1814 SAN PABLO AVE
BERKELEY, CA
(37.871094, -122.292866)",11/27/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000015,RAINBOW DONUT,"2025 SAN PABLO AVE
BERKELEY, CA
(37.868709, -122.291928)",12/05/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000334,CU JAPANESE FUSION,"2152 CENTER ST
BERKELEY, CA
(37.870519, -122.266503)",12/05/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001053,BERKELEY BOWL WEST #6-MEZZ KITCHEN,"920 HEINZ AVE
BERKELEY, CA
(37.853814, -122.290274)",01/15/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000140,GREGOIRE'S,"2109 CEDAR ST
BERKELEY, CA
(37.878492, -122.268501)",01/30/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000348,PEET'S COFFEE & TEA/2257SHAT,"2257 SHATTUCK AVE
BERKELEY, CA
(37.868415, -122.2678)",01/22/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001704,ROJBAS,"1901 UNIVERSITY AVE
BERKELEY, CA
(37.871632, -122.272793)",07/09/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001233,FOURNEE BAKERY,"2912 DOMINGO ST
BERKELEY, CA
(37.85878, -122.243953)",02/19/2019,0,0,0,0,0,0,0,1,0,0,02/25/2019 05:00:02 AM
FA0001691,IKE'S LOVE & SANDWICHES,"2172 SHATTUCK AVE
BERKELEY, CA
(37.869761, -122.267993)",10/10/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001071,SPOON,"933 ASHBY AVE
BERKELEY, CA
(37.851567, -122.289592)",01/14/2019,0,1,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000434,GIANT BONGO BURGER,"1839 EUCLID AVE
BERKELEY, CA
(37.875589, -122.260243)",01/17/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001463,PHILZ COFFEE,"1313 9TH ST
BERKELEY, CA
(37.879532, -122.297941)",07/30/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000808,ANN'S CATERING,"2922 DOMINGO AVE
BERKELEY, CA
(37.858677, -122.243937)",01/17/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001322,CERTIFIED KITCHENS,"2428 SHATTUCK AVE
BERKELEY, CA
(37.865198, -122.267579)",08/23/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0002025,J & B FINE FOODS,"3242 ADELINE ST
BERKELEY, CA
(37.8498, -122.271104)",01/10/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
